StudentName,StudentNumber,CourseName,CourseCode,Grades,CourseWeight,Instructor,Department,UniversityName,Location,Ranking
Eleanor Deleon,371518,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,5501,32,0.5,Mark Wroblewski,Engineering,University of Leicester,United Kingdom,514
Clayton Hall,820044,ACCOUNTING,5201,35,1.0,Marcella Long,Education,University of St Gallen,Switzerland,348
Cassandra Bryant,484310,ELECTRICAL ENGINEERING TECHNOLOGY,5507,27,0.5,Refugio Scheele,Computers & Mathematics,Drexel University,United States of America,330
Aaron Macy,515121,MISCELLANEOUS ENGINEERING,3604,16,0.5,James Greene,Biology & Life Science,University of Belgrade,Serbia,461
Marylyn Fisher,340445,COMMUNITY AND PUBLIC HEALTH,2404,2,1.0,Tiffany Morris,Engineering,University of Regina,Canada,202
Columbus Scott,235665,CRIMINAL JUSTICE AND FIRE PROTECTION,5203,8,1.0,Manuel Cuthbertson,Education,Beijing Institute of Technology,China,165
Stephanie Reed,914442,VISUAL AND PERFORMING ARTS,5002,57,1.0,Stephanie Burrell,Biology & Life Science,Peking University,China,684
Mildred Mello,378477,FORESTRY,3702,27,0.5,George Correa,Interdisciplinary,Hokkaido University,Japan,364
Lynn French,382713,NURSING,2414,27,1.0,Katherine Lloyd,Engineering,Medical University of Vienna,Austria,399
Mary McKillip,453491,PUBLIC ADMINISTRATION,3611,75,1.0,Debra Burgin,Engineering,Ca' Foscari University of Venice,Italy,34
Diane King,220390,INTERNATIONAL RELATIONS,2417,88,0.5,Hugh Perkins,Engineering,University of KwaZulu-Natal,South Africa,434
Jose Murphy,772516,COMMUNICATIONS,3402,58,0.5,Sarah Tate,Physical Sciences,Ulster University,United Kingdom,396
Carolyn Baker,924291,SCHOOL STUDENT COUNSELING,2201,80,0.5,Evelyn Butler,Health,Kyoto University,Japan,521
Lonnie Johnston,892706,NATURAL RESOURCES MANAGEMENT,2305,37,0.5,Margorie Sinkler,Arts,University of Cincinnati,United States of America,374
Vickie Watson,731371,MISCELLANEOUS ENGINEERING,6202,30,0.5,Lois Miller,Agriculture & Natural Resources,University of Porto,Portugal,298
Doris Conner,837456,GENERAL MEDICAL AND HEALTH SERVICES,2309,43,1.0,Martha Cline,Health,University of Hong Kong,Hong Kong,538
Christopher Peterson,683796,AGRICULTURAL ECONOMICS,3401,30,0.5,Carol Ellison,Humanities & Liberal Arts,Southern Cross University,Australia,509
Nancy Vickers,728114,COMPOSITION AND RHETORIC,1199,38,1.0,Helen Hood,Agriculture & Natural Resources,AGH University of Science and Technology,Poland,30
Betty Wathen,724297,BIOCHEMICAL SCIENCES,5505,51,0.5,Kenneth Williams,Education,University of Idaho,United States of America,59
Brian Bell,135399,PETROLEUM ENGINEERING,6102,22,1.0,Darrell Hightower,Arts,York University,Canada,234
Heather Baker,521586,INDUSTRIAL AND MANUFACTURING ENGINEERING,2300,42,1.0,Grant Perry,Health,University of Oklahoma,United States of America,596
Maureen King,285489,ECONOMICS,5102,59,0.5,Gary Goldstein,Biology & Life Science,Boston University,United States of America,171
Russell Bailey,754531,MATHEMATICS AND COMPUTER SCIENCE,3607,70,1.0,Peggy Mejia,Arts,Howard University,United States of America,378
Anna Darby,522704,OTHER FOREIGN LANGUAGES,6299,97,1.0,Trisha Bramblett,Law & Public Policy,Nagasaki University,Japan,470
Retta Rowell,968125,SOCIOLOGY,2402,51,0.5,Carol Ellison,Arts,Universiti Putra Malaysia,Malaysia,137
Barbara Scott,227468,CONSTRUCTION SERVICES,1901,33,0.5,Sandra Schweiger,Health,Seoul National University,South Korea,456
Charles Allen,216469,AGRICULTURAL ECONOMICS,2106,35,1.0,Maggie Bellino,Biology & Life Science,Tokyo Medical and Dental University (TMDU),Japan,622
Darnell Moore,679715,HUMAN SERVICES AND COMMUNITY ORGANIZATION,2415,19,0.5,Dawn Guertin,Education,University of Bordeaux,France,417
Betty Sewell,957023,PSYCHOLOGY,2312,37,1.0,Mildred Bolster,Arts,Joseph Fourier University,France,40
Marilyn Zuniga,343925,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,5005,73,1.0,Brandon Hanes,Psychology & Social Work,University of Salento,Italy,502
Garrett Harris,865613,MISCELLANEOUS BIOLOGY,1105,15,0.5,Bernard Tomlin,Humanities & Liberal Arts,Uppsala University,Sweden,600
Mina Rush,850175,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,2413,73,1.0,Kay Scott,Law & Public Policy,University of Stirling,United Kingdom,767
Earl Henry,159834,FILM VIDEO AND PHOTOGRAPHIC ARTS,2408,19,1.0,Victoria Pena,Arts,University of Ottawa,Canada,225
Melba West,937338,INFORMATION SCIENCES,2402,62,1.0,Phillip Rodriguez,Humanities & Liberal Arts,Austral University of Chile,Chile,130
James Hoffman,719622,MECHANICAL ENGINEERING RELATED TECHNOLOGIES,3607,42,1.0,Leslie Gadson,Engineering,Cornell University,United States of America,188
Loretta Hopkins,194101,EARLY CHILDHOOD EDUCATION,3201,96,0.5,Vicki Browne,Engineering,"St George’s, University of London",United Kingdom,194
Perla Gerst,503912,MULTI-DISCIPLINARY OR GENERAL SCIENCE,2416,33,0.5,Don Bell,Engineering,Chonnam National University,South Korea,41
Craig Cambell,801934,NUTRITION SCIENCES,6110,97,1.0,Lucille Humble,Education,University of Zaragoza,Spain,599
Angela Warren,981454,CLINICAL PSYCHOLOGY,6103,98,0.5,Raymond Binkley,Biology & Life Science,Shantou University,China,714
Marianne Crockett,651749,PHILOSOPHY AND RELIGIOUS STUDIES,1100,28,1.0,Jose Murphy,Humanities & Liberal Arts,University of Bath,United Kingdom,20
Megan Kaplan,840497,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",4006,77,0.5,Sam Overton,Education,University of Santiago de Compostela,Spain,591
Karen Mitchell,714557,COMPUTER ADMINISTRATION MANAGEMENT AND SECURITY,6199,58,1.0,William Rosen,Psychology & Social Work,Swansea University,United Kingdom,400
Gary Corle,540381,COMMERCIAL ART AND GRAPHIC DESIGN,6403,77,0.5,Annabelle Collazo,Engineering,University of Rovira i Virgili,Spain,660
Karen Mitchell,469599,MINING AND MINERAL ENGINEERING,5301,45,0.5,David Cree,Humanities & Liberal Arts,Federal University of Sao Carlos,Brazil,253
Joanna Tyson,240563,GENETICS,6001,14,0.5,William Clark,Psychology & Social Work,Montpellier University,France,259
Helen Calzada,840697,ENGLISH LANGUAGE AND LITERATURE,6104,95,1.0,Jason Owens,Physical Sciences,Zhejiang University,China,466
Kenneth Burke,997241,SOCIAL PSYCHOLOGY,6200,48,0.5,Francis Sanders,Engineering,Sabanci University,Turkey,803
Mary Eastman,959786,COMPUTER ENGINEERING,3609,14,0.5,Carmen Franklin,Psychology & Social Work,University of Rochester,United States of America,29
Howard Woodall,342225,MISCELLANEOUS AGRICULTURE,5102,67,1.0,Scott Gentry,Business,University of Tehran,Iran,535
Mary Lucey,550294,COMMUNICATION TECHNOLOGIES,6403,66,1.0,Barbara Sanford,Engineering,"Asia University, Taiwan",Taiwan,474
Kyle Lee,790150,HUMAN SERVICES AND COMMUNITY ORGANIZATION,6104,22,1.0,Anne Fortenberry,Business,University of the Basque Country,Spain,708
Ethel Begley,704571,INTERDISCIPLINARY SOCIAL SCIENCES,2403,34,0.5,Ronald Jones,Health,University of Kaiserslautern,Germany,719
Victor Hang,191200,GENERAL BUSINESS,2400,90,1.0,Mark Thompson,Psychology & Social Work,Nottingham Trent University,United Kingdom,644
Tammy Raney,162535,METALLURGICAL ENGINEERING,2502,13,1.0,Allen Fletcher,Computers & Mathematics,"University of California, Berkeley",United States of America,129
James Dillon,822185,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,1902,83,1.0,Louis Brown,Social Science,Czech Technical University in Prague,Czech Republic,656
Margaret Miller,794927,SOCIAL WORK,5205,34,1.0,Celeste Rubio,Education,American University of Sharjah,United Arab Emirates,603
Ryan Worthington,420627,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,5203,100,1.0,Joan Schell,Psychology & Social Work,Ehime University,Japan,468
Dan Lee,653250,BOTANY,1105,31,1.0,Ronald Hendon,Agriculture & Natural Resources,Sogang University,South Korea,351
Clyde Navarre,688162,PLANT SCIENCE AND AGRONOMY,1501,35,0.5,Janet Higgs,Engineering,Duke University,United States of America,507
Stephanie Ford,144074,HUMAN SERVICES AND COMMUNITY ORGANIZATION,4002,91,0.5,John Carey,Business,University of Bari Aldo Moro,Italy,72
Boris Knott,890471,MEDICAL ASSISTING SERVICES,6206,53,1.0,Helen Smith,Industrial Arts & Consumer Services,Johannes Gutenberg University of Mainz,Germany,170
Mary Jones,832067,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,5201,52,1.0,Brian Forcier,Psychology & Social Work,Hunan University,China,405
Rose Hick,820818,FOOD SCIENCE,2503,79,0.5,Joe Smith,Humanities & Liberal Arts,King's College London,United Kingdom,683
Lois Mann,781646,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",6110,19,1.0,Joe Peters,Business,Murdoch University,Australia,798
Louise Norman,881128,SECONDARY TEACHER EDUCATION,5701,26,1.0,Tyson McVay,Physical Sciences,University of Nairobi,Kenya,500
Barbara Sanford,787950,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,1903,4,1.0,Michael Fletcher,Business,Paris Diderot University - Paris 7,France,345
Anne Fortenberry,720136,CHEMISTRY,2305,70,1.0,Emily Garcia,Biology & Life Science,Indian Institute of Technology Guwahati,India,758
Berta Treadaway,218838,INFORMATION SCIENCES,2401,80,1.0,Virginia Harris,Engineering,University College London,United Kingdom,411
Robert Halley,172643,BUSINESS MANAGEMENT AND ADMINISTRATION,3607,25,0.5,David Atkinson,Business,Tokyo University of Marine Science and Technology,Japan,125
James Little,558613,GENERAL EDUCATION,5301,3,0.5,Linda Cabrera,Social Science,Tokyo Metropolitan University,Japan,613
Tamika Dyson,178400,SECONDARY TEACHER EDUCATION,2401,31,1.0,Matthew Gurule,Biology & Life Science,Deakin University,Australia,397
Heather Allen,726998,HEALTH AND MEDICAL PREPARATORY PROGRAMS,4101,48,1.0,Zane Hickman,Business,Tokyo Institute of Technology,Japan,218
Luis Cuevas,192784,OPERATIONS LOGISTICS AND E-COMMERCE,4901,12,1.0,Kenneth Williams,Interdisciplinary,Oakland University,United States of America,567
James Hoffman,255032,FAMILY AND CONSUMER SCIENCES,5506,15,1.0,Debra Boatright,Education,Middle East Technical University,Turkey,782
James McDaniel,221078,NEUROSCIENCE,2304,37,1.0,Scott Wyche,Engineering,Erciyes University,Turkey,77
Tamara Smith,159147,COMPUTER ENGINEERING,6199,98,1.0,Allen Davis,Education,University of Texas at El Paso,United States of America,730
Michelle Sullivan,518862,MATERIALS SCIENCE,2403,12,1.0,Amanda Gerlach,Education,Louisiana State University,United States of America,311
Ryan Worthington,468580,COMMUNICATION TECHNOLOGIES,6209,0,1.0,Tara Porter,Engineering,Rice University,United States of America,354
Ana Hough,222514,AGRICULTURAL ECONOMICS,6108,78,0.5,Michael Weller,Humanities & Liberal Arts,University of Huddersfield,United Kingdom,151
Debra Hays,446461,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,2100,66,1.0,Donald Fletcher,Education,University of Oregon,United States of America,440
Hazel Sims,796679,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,2305,63,1.0,Christopher Durant,Industrial Arts & Consumer Services,Aarhus University,Denmark,722
Peggy Mejia,852962,AREA ETHNIC AND CIVILIZATION STUDIES,6201,96,1.0,Debra Hays,Arts,George Mason University,United States of America,765
Terry Torres,241458,MATHEMATICS TEACHER EDUCATION,2310,32,1.0,Dalton Norfleet,Arts,National University of Cordoba,Argentina,90
Alan Perez,868333,CHEMISTRY,5507,80,0.5,Albert Whitham,Psychology & Social Work,University of Kentucky,United States of America,312
June Hartley,685405,MATERIALS SCIENCE,6207,3,0.5,Jeremy Gough,Health,University of Mannheim,Germany,45
Cheryl Spencer,472866,CRIMINAL JUSTICE AND FIRE PROTECTION,2304,15,1.0,Jennifer Thomas,Biology & Life Science,Warsaw University of Technology,Poland,483
Chad Shepard,111524,MISCELLANEOUS SOCIAL SCIENCES,2312,100,1.0,Lauren Burriss,Social Science,Chulalongkorn University,Thailand,168
Audrey Bandy,204568,NUCLEAR ENGINEERING,5202,64,0.5,Luis Osborne,Education,"University of California, Los Angeles",United States of America,383
Mary Zhang,123985,MICROBIOLOGY,1104,79,0.5,Iris Rodrigues,Humanities & Liberal Arts,Edith Cowan University,Australia,121
David Atkinson,254126,ACTUARIAL SCIENCE,5701,17,0.5,Patricia Huff,Education,University College Cork,Republic of Ireland,571
Tammy Raney,330853,COURT REPORTING,5599,19,1.0,Stephen Holst,Engineering,Universite de Sherbrooke,Canada,406
Kay Scott,886269,CONSTRUCTION SERVICES,6204,69,1.0,Diane Ayers,Law & Public Policy,TU Dresden,Germany,299
Teresa Huntley,740596,AREA ETHNIC AND CIVILIZATION STUDIES,2501,21,1.0,James Shearer,Business,University of Aveiro,Portugal,297
Victor Omalley,489691,CIVIL ENGINEERING,2410,68,0.5,George Torres,Agriculture & Natural Resources,University of Victoria,Canada,697
Cathy Dominquez,292883,STATISTICS AND DECISION SCIENCE,1104,79,0.5,Betty Reiss,Psychology & Social Work,Scuola Normale Superiore di Pisa,Italy,673
Carey Cacho,604122,TRANSPORTATION SCIENCES AND TECHNOLOGIES,5007,68,0.5,Edith Pearson,Humanities & Liberal Arts,Gifu University,Japan,197
Tyrone Campbell,976843,SOCIAL WORK,3701,29,0.5,Joseph Hickey,Law & Public Policy,Bilkent University,Turkey,36
Brian Davis,213388,ENVIRONMENTAL ENGINEERING,5301,13,0.5,Tiffiny Lough,Social Science,"Birkbeck, University of London",United Kingdom,341
Randy Henderson,746482,MULTI/INTERDISCIPLINARY STUDIES,5004,16,0.5,Joyce Kerrick,Health,Alexandru Ioan Cuza University,Romania,95
Leigh Wallace,762020,DRAMA AND THEATER ARTS,3699,79,0.5,Vickie Watson,Business,Medical College of Wisconsin,United States of America,421
Ernestine Crowe,337562,EARLY CHILDHOOD EDUCATION,6103,87,1.0,Penelope Duncan,Biology & Life Science,National University of Sciences and Technology,Pakistan,369
Katherine Cochrane,113370,MISCELLANEOUS BUSINESS & MEDICAL ADMINISTRATION,5206,5,1.0,Era Rivera,Business,Trinity College Dublin,Republic of Ireland,128
Cindy Roger,457329,THEOLOGY AND RELIGIOUS VOCATIONS,2411,93,1.0,Bryan Cervantez,Health,Massey University,New Zealand,646
Kenneth An,196844,GENERAL EDUCATION,5501,30,0.5,Rachel Gunderson,Agriculture & Natural Resources,Rush University,United States of America,527
Michael Anderson,515619,COURT REPORTING,6099,91,1.0,Hugh Perkins,Humanities & Liberal Arts,Saitama University,Japan,783
Leonard Bonk,982586,ART HISTORY AND CRITICISM,6000,19,1.0,Cora Marguez,Biology & Life Science,University of Texas at San Antonio,United States of America,177
Lee McKay,767092,INTERCULTURAL AND INTERNATIONAL STUDIES,5504,12,0.5,Erik Hoskins,Engineering,University of Vienna,Austria,717
Harold Tillman,588874,MEDICAL ASSISTING SERVICES,3801,83,1.0,Lorraine Granger,Business,University of Latvia,Latvia,510
Stephanie Atkinson,635661,CONSTRUCTION SERVICES,3801,70,1.0,Stephanie Burrell,Psychology & Social Work,University of Debrecen,Hungary,94
Guillermo Cribb,602354,MEDICAL ASSISTING SERVICES,2414,7,1.0,Ruth Lane,Business,Memorial University of Newfoundland,Canada,368
Susan Martin,245366,MICROBIOLOGY,5200,69,0.5,Lester Felty,Agriculture & Natural Resources,University of Würzburg,Germany,754
Jacki Sprenger,721027,JOURNALISM,6207,46,1.0,Lorie Lagunas,Education,Kobe University,Japan,212
Teri Peete,687076,JOURNALISM,2401,100,1.0,Darnell Moore,Engineering,University of Pretoria,South Africa,550
Daniel Host,848430,MULTI/INTERDISCIPLINARY STUDIES,3603,75,0.5,Michael Yates,Biology & Life Science,University of Ibadan,Nigeria,718
James Brooks,637521,GENERAL EDUCATION,6006,75,0.5,Michael Santos,Arts,Indiana University,United States of America,394
Diana Clouse,768380,COMMERCIAL ART AND GRAPHIC DESIGN,2504,45,1.0,Marylyn Fisher,Education,Pontifical Catholic University of Chile,Chile,663
Dana Fernandez,787269,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,6207,20,1.0,Thomas Camacho,Humanities & Liberal Arts,Hacettepe University,Turkey,60
James Dillon,252311,MISCELLANEOUS FINE ARTS,3301,98,1.0,Wilbert Jennings,Engineering,University of Rome II - Tor Vergata,Italy,373
John Griffin,594198,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,6210,72,1.0,Jonathan Paquette,Computers & Mathematics,Coventry University,United Kingdom,674
Rhiannon Pelletier,922292,MEDICAL TECHNOLOGIES TECHNICIANS,1903,70,0.5,Lee McKay,Health,King Fahd University of Petroleum and Minerals,Saudi Arabia,32
Robert Bellamy,164566,NAVAL ARCHITECTURE AND MARINE ENGINEERING,2406,34,1.0,James Pepper,Arts,Humboldt University of Berlin,Germany,441
Walter Gooding,310984,MINING AND MINERAL ENGINEERING,3609,85,1.0,Elizabeth Washington,Engineering,University of Strasbourg,France,745
Robert Long,383388,CHEMICAL ENGINEERING,1104,36,0.5,Clement Rother,Social Science,Chongqing University,China,452
Chad Shepard,440227,SOCIOLOGY,5501,4,1.0,Hong Davies,Law & Public Policy,University of Kansas,United States of America,250
Dawn Guertin,757358,"NUCLEAR, INDUSTRIAL RADIOLOGY, AND BIOLOGICAL TECHNOLOGIES",2407,52,1.0,Vern Bise,Physical Sciences,Gwangju Institute of Science and Technology,South Korea,801
Francis Rouse,839712,MISCELLANEOUS PSYCHOLOGY,2602,81,1.0,Erin Valentine,Business,University of Brescia,Italy,13
Ebony Weiss,166852,LIBERAL ARTS,1501,28,0.5,George Jackson,Health,University of Tokyo,Japan,196
Suzan Slusher,683681,TRANSPORTATION SCIENCES AND TECHNOLOGIES,5299,76,1.0,Darlene Pals,Education,Universiti Teknologi MARA,Malaysia,576
Miguel Tyler,558509,MARKETING AND MARKETING RESEARCH,3607,59,0.5,Dean Allen,Engineering,Concordia University,Canada,480
Dawn Guertin,976117,GEOSCIENCES,1106,15,1.0,Jeannette Parks,Engineering,University of Vigo,Spain,5
Barbara Sanford,377556,VISUAL AND PERFORMING ARTS,5203,24,0.5,Robert Wright,Engineering,University of Duisburg-Essen,Germany,462
Bobby Simpson,451402,COMPUTER PROGRAMMING AND DATA PROCESSING,2400,72,1.0,Jane Moon,Health,Colorado School of Mines,United States of America,464
Clyde Navarre,324696,GENERAL SOCIAL SCIENCES,1303,45,1.0,Terry Torres,Business,University of Wisconsin-Milwaukee,United States of America,251
Sandra Sanborn,802465,NATURAL RESOURCES MANAGEMENT,2601,75,0.5,Beatrice Harris,Health,Florida International University,United States of America,388
Jesse Burt,631025,INTERCULTURAL AND INTERNATIONAL STUDIES,2100,41,0.5,Frances Ferguson,Communications & Journalism,Tsinghua University,China,7
Floyd Kay,724749,MATHEMATICS,1106,78,1.0,Felix McMullen,Humanities & Liberal Arts,University of Marrakech Cadi Ayyad,Morocco,716
Adrian Romeo,826152,GEOSCIENCES,2499,41,0.5,Phyllis Gonzalas,Biology & Life Science,Ecole Normale Superieure,France,623
Addie King,509809,GENETICS,3601,4,1.0,Lorie Lagunas,Communications & Journalism,Charles Darwin University,Australia,258
Mildred Brooks,701634,MISCELLANEOUS AGRICULTURE,2301,72,0.5,Luis Cuevas,Engineering,University of Nebraska-Lincoln,United States of America,310
Martin Rosenthal,723587,LINGUISTICS AND COMPARATIVE LANGUAGE AND LITERATURE,3607,81,0.5,William Clark,Psychology & Social Work,Rio de Janeiro State University (UERJ),Brazil,520
Marcella Long,382814,MISCELLANEOUS AGRICULTURE,2400,3,1.0,Clayton Hall,Business,Ghent University,Belgium,235
Felix McMullen,179824,ECOLOGY,1103,87,0.5,Thomas Camacho,Business,Johannes Kepler University of Linz,Austria,490
Debra Burgin,909125,COMMUNICATION DISORDERS SCIENCES AND SERVICES,2303,41,0.5,Gina Casto,Psychology & Social Work,Athens University of Economics and Business,Greece,8
Retha Smith,858130,POLITICAL SCIENCE AND GOVERNMENT,1101,98,1.0,Robert Workman,Industrial Arts & Consumer Services,Kyungpook National University,South Korea,766
John Harris,911745,AGRICULTURE PRODUCTION AND MANAGEMENT,2312,26,0.5,Krista Baker,Social Science,Moscow Institute of Physics and Technology,Russian Federation,606
Sybil White,179786,NUTRITION SCIENCES,2499,6,1.0,Christopher Yarger,Agriculture & Natural Resources,University of Jordan,Jordan,10
Christopher Hansen,738722,GENERAL AGRICULTURE,2105,82,1.0,Stephen Marquis,Education,Tokushima University,Japan,100
Carolyn Creger,268382,MISCELLANEOUS EDUCATION,6106,74,0.5,Jennifer Thomas,Biology & Life Science,University of South Africa,South Africa,554
Michael Fletcher,332204,INDUSTRIAL PRODUCTION TECHNOLOGIES,2106,23,1.0,David Simmons,Agriculture & Natural Resources,Chung Yuan Christian University,Taiwan,50
Kathi Senters,311426,NEUROSCIENCE,6403,0,1.0,Chastity Wilson,Humanities & Liberal Arts,Wayne State University,United States of America,261
David Hammonds,410883,MULTI-DISCIPLINARY OR GENERAL SCIENCE,5401,53,1.0,Lewis Knudsen,Education,Palacky University in Olomouc,Czech Republic,513
Alan Perez,335834,PHYSICS,2419,19,0.5,Sherman Little,Law & Public Policy,University of Texas at Austin,United States of America,172
Jodi Albert,799105,LANGUAGE AND DRAMA EDUCATION,6002,39,0.5,Edward Conley,Business,Federal University of Santa Catarina,Brazil,113
Patricia Shannon,512845,MANAGEMENT INFORMATION SYSTEMS AND STATISTICS,2307,21,1.0,Michelle Bland,Agriculture & Natural Resources,Aberystwyth University,United Kingdom,279
Retta Rowell,265690,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,2408,24,0.5,Susan Brown,Humanities & Liberal Arts,Arizona State University,United States of America,454
Judy Nichols,941982,COMMUNICATIONS,5202,10,1.0,John Westerfield,Education,Georgia Health Sciences University,United States of America,236
Adrian Washington,747230,OPERATIONS LOGISTICS AND E-COMMERCE,6104,76,1.0,Sandra Wong,Biology & Life Science,Waseda University,Japan,133
Shirley Kelly,106526,COURT REPORTING,5005,17,1.0,Stephanie Reed,Education,University of Texas at Arlington,United States of America,518
Robert Marsh,463186,PSYCHOLOGY,2407,29,0.5,Robin Bradley,Computers & Mathematics,University of Calgary,Canada,288
Matthew Denzer,501285,METALLURGICAL ENGINEERING,6108,40,0.5,Chad Shepard,Humanities & Liberal Arts,University of Rennes 1,France,155
John Singleton,244586,INFORMATION SCIENCES,1102,37,0.5,Charles Hanrahan,Agriculture & Natural Resources,University of Glasgow,United Kingdom,78
Kathi Senters,220283,EDUCATIONAL PSYCHOLOGY,3611,84,1.0,Scott Gentry,Psychology & Social Work,State University of New York Albany,United States of America,313
Harold Tillman,332018,ENVIRONMENTAL SCIENCE,3401,41,1.0,Mary Gerow,Humanities & Liberal Arts,Technical University of Munich,Germany,322
Ronald McCullough,510289,FOOD SCIENCE,3602,29,0.5,Jesse Burt,Biology & Life Science,LMU Munich,Germany,477
Geneva Lindsey,937596,MOLECULAR BIOLOGY,6104,68,0.5,Bobby Simpson,Social Science,Auburn University,United States of America,205
Ulysses Bennett,791599,UNITED STATES HISTORY,6207,52,1.0,Claretta Brown,Social Science,University of Edinburgh,United Kingdom,543
Brian Davis,495505,ANTHROPOLOGY AND ARCHEOLOGY,3603,23,0.5,Cathy Dominquez,Humanities & Liberal Arts,National Taiwan Ocean University,Taiwan,691
Jeremy Gough,355920,SOCIOLOGY,6000,93,0.5,James Dillon,Interdisciplinary,Sungkyunkwan University (SKKU),South Korea,219
Ada Burger,987690,MULTI-DISCIPLINARY OR GENERAL SCIENCE,3501,83,0.5,John Westerfield,Social Science,Norwegian University of Science and Technology,Norway,143
Jesse Burt,570549,PRE-LAW AND LEGAL STUDIES,3607,84,0.5,Aleta Bender,Engineering,"National University of Ireland, Maynooth",Republic of Ireland,331
Marianne McCoy,681800,SOCIOLOGY,1902,83,1.0,Hugh Perkins,Agriculture & Natural Resources,RMIT University,Australia,578
Chuck Mahoney,935624,NAVAL ARCHITECTURE AND MARINE ENGINEERING,2413,12,1.0,Maggie Bellino,Social Science,University of Cologne,Germany,779
Glenn Page,729462,SOIL SCIENCE,6299,54,0.5,Betty Reiss,Education,Georgia State University,United States of America,166
Ruth Lane,327042,ECONOMICS,4005,85,1.0,Victor Omalley,Health,Indian Institute of Technology Kanpur,India,712
Johnathan Black,427403,GENERAL ENGINEERING,5502,17,0.5,Audrey Rosinski,Education,University of Tulsa,United States of America,53
Lucas Palmer,976991,NUCLEAR ENGINEERING,2404,67,0.5,Lee Scanlan,Psychology & Social Work,University of Georgia,United States of America,176
David Barnes,714922,TREATMENT THERAPY PROFESSIONS,4901,35,0.5,Maria Ball,Arts,University of Basel,Switzerland,799
Cathy Dominquez,434590,ELECTRICAL ENGINEERING,1101,76,1.0,Rose McWilliams,Engineering,University of Texas at Dallas,United States of America,343
Bernadine Hayes,491635,PLANT SCIENCE AND AGRONOMY,5402,23,0.5,Jaime White,Social Science,Universite Libre de Bruxelles,Belgium,802
Armando Lanier,389218,GENERAL ENGINEERING,5102,41,0.5,Heidi Malone,Education,University of Chicago,United States of America,11
Barbara Scott,995255,AGRICULTURAL ECONOMICS,3301,90,0.5,Barbara Scott,Agriculture & Natural Resources,Justus Liebig University Giessen,Germany,246
Emma Franklin,992660,POLITICAL SCIENCE AND GOVERNMENT,5507,95,0.5,Toni McGriff,Engineering,Columbia University,United States of America,620
Jack Wilson,426942,MICROBIOLOGY,1199,28,0.5,Stephen Marquis,Health,Kent State University,United States of America,637
Jessica Lawson,632126,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,6212,45,1.0,Tara Finney,Humanities & Liberal Arts,Purdue University,United States of America,344
Amanda Correll,851310,ENGLISH LANGUAGE AND LITERATURE,2409,12,0.5,Jonathan Haffner,Physical Sciences,University of Canberra,Australia,731
Aurora Dominguez,231409,MISCELLANEOUS ENGINEERING TECHNOLOGIES,1903,50,0.5,Angela Stone,Industrial Arts & Consumer Services,University of Palermo,Italy,131
Rose Jose,511094,SCHOOL STUDENT COUNSELING,6202,92,1.0,Martha Cline,Humanities & Liberal Arts,Sophia University,Japan,693
Marion Wiggin,707689,APPLIED MATHEMATICS,6107,13,0.5,Aurora Dominguez,Humanities & Liberal Arts,"University of California, Santa Barbara",United States of America,28
Jason Smith,567958,COMPUTER PROGRAMMING AND DATA PROCESSING,6102,12,0.5,Hugh Perkins,Engineering,Lund University,Sweden,192
Michelle Jackson,252236,MINING AND MINERAL ENGINEERING,5500,35,1.0,Hugh Perkins,Law & Public Policy,Indian Institute of Technology Roorkee,India,61
Barbara Scott,913904,COMMERCIAL ART AND GRAPHIC DESIGN,3607,39,1.0,Christopher King,Psychology & Social Work,University of West Bohemia,Czech Republic,619
Becky Velez,747480,ECONOMICS,5599,47,1.0,Samuel Mullin,Humanities & Liberal Arts,University of Freiburg,Germany,65
Barry Boggs,962606,PRE-LAW AND LEGAL STUDIES,3302,39,0.5,Darnell Moore,Health,University of North Carolina at Greensboro,United States of America,711
Ralph Harris,500629,PLANT SCIENCE AND AGRONOMY,3605,13,0.5,Bonnie Arevalo,Psychology & Social Work,Washington State University,United States of America,91
Dwayne Barrera,778122,MISCELLANEOUS PSYCHOLOGY,3202,87,1.0,Cheryl Brown,Computers & Mathematics,Fu Jen Catholic University,Taiwan,102
Rick Evans,721932,GENERAL ENGINEERING,2414,37,0.5,James Brooks,Business,University of Warwick,United Kingdom,157
David Bryson,395233,COMPUTER AND INFORMATION SYSTEMS,5005,64,0.5,Brian Forcier,Education,Catholic University of the Sacred Heart,Italy,692
